vertical,advertiser_country,cost_per_goal,advertising_platform_id,start_year
Home Improvement & Maintenance,BE,0.42,bing,2021
Home Improvement & Maintenance,BE,0.71,bing,2021
Accommodation & Hotels,BE,0.14,facebook,2021
Industrial,BE,0.42,adwords,2021
Accounting,BE,1.24,bing,2021
Food & Drinks,BE,0.79,bing,2021
Business,BE,0.5,adwords,2021
Home Improvement & Maintenance,BE,0.71,adwords,2020
Home Improvement & Maintenance,BE,0.09,adwords,2021
Flowers & Plants,BE,0.31,bing,2021
Transport & Logistics,BE,0.53,bing,2021
Fashion & Clothing,BE,0.11,facebook,2021
Business,BE,0.88,bing,2021
Interior Design & Furniture,BE,0.08,bing,2021
Industrial,BE,0.9,bing,2021
Security,BE,0.15,facebook,2021
Home Improvement & Maintenance,BE,0.15,facebook,2021
Home Improvement & Maintenance,BE,0.42,adwords,2021
Electronics,BE,0.35,bing,2021
Home Improvement & Maintenance,BE,0.54,bing,2020
Cars & Motorbikes,BE,0.18,adwords,2021
Home Improvement & Maintenance,BE,0.3,adwords,2021
Cars & Motorbikes,BE,2.18,bing,2021
Home Improvement & Maintenance,BE,0.74,adwords,2021
Industrial,BE,0.77,facebook,2021
Home Improvement & Maintenance,BE,0.97,bing,2020
Home Improvement & Maintenance,BE,0.13,bing,2021
Home Improvement & Maintenance,BE,1.35,bing,2023
Home Improvement & Maintenance,BE,0.32,bing,2023
Health,BE,0.17,adwords,2023
Home Improvement & Maintenance,BE,0.71,adwords,2021
Food & Drinks,BE,0.79,bing,2021
Electronics,BE,0.78,bing,2021
Health,BE,0.74,bing,2021
Fashion & Clothing,BE,0.7,bing,2021
Electronics,BE,0.7,bing,2021
Home Improvement & Maintenance,BE,0.64,bing,2021
Home Improvement & Maintenance,BE,0.79,bing,2021
Home Improvement & Maintenance,BE,0.48,adwords,2022
Home Improvement & Maintenance,BE,2.14,bing,2023
Home Improvement & Maintenance,BE,0.64,bing,2021
Home Improvement & Maintenance,BE,0.59,adwords,2021
Home Improvement & Maintenance,BE,0.71,bing,2023
Health,BE,0.59,adwords,2021
Accommodation & Hotels,BE,0.65,adwords,2023
Environment,BE,0.72,facebook,2021
Home Improvement & Maintenance,BE,0.77,bing,2021
Home Improvement & Maintenance,BE,0.69,bing,2022
Home Improvement & Maintenance,BE,0.87,adwords,2021
Interior Design & Furniture,BE,0.78,adwords,2022
Food & Drinks,BE,0.74,bing,2021
Home Improvement & Maintenance,BE,0.68,bing,2021
Industrial,BE,0.3,adwords,2021
Flowers & Plants,BE,0.59,bing,2023
Home Improvement & Maintenance,BE,0.69,adwords,2023
Home Improvement & Maintenance,BE,1.03,bing,2021
Interior Design & Furniture,BE,1.0,facebook,2022
Electronics,BE,0.72,adwords,2021
Health,BE,0.48,adwords,2021
Home Improvement & Maintenance,BE,0.63,adwords,2023
Food & Drinks,BE,0.66,bing,2023
Home Improvement & Maintenance,BE,0.65,adwords,2022
Funeral Services,BE,0.75,bing,2021
Industrial,BE,0.39,facebook,2021
Industrial,BE,0.62,bing,2021
Health,BE,0.66,bing,2021
Home Improvement & Maintenance,BE,0.85,facebook,2021
Beauty,BE,0.13,adwords,2023
Home Improvement & Maintenance,BE,1.24,adwords,2021
Electronics,BE,0.49,bing,2021
Electronics,BE,0.56,bing,2021
Cars & Motorbikes,BE,0.16,facebook,2021
Home Improvement & Maintenance,BE,0.44,facebook,2021
Interior Design & Furniture,BE,3.0,adwords,2023
Food & Drinks,BE,0.23,bing,2021
Business,BE,0.51,facebook,2021
Accommodation & Hotels,BE,0.56,bing,2022
Industrial,BE,0.97,adwords,2023
Home Improvement & Maintenance,BE,0.98,bing,2021
Cars & Motorbikes,BE,0.56,adwords,2023
Home Improvement & Maintenance,BE,0.68,bing,2022
School,BE,0.81,bing,2023
Beauty,BE,0.65,adwords,2023
Funeral Services,BE,0.19,adwords,2021
Home Improvement & Maintenance,BE,0.86,bing,2021
Home Improvement & Maintenance,BE,0.58,facebook,2022
Health,BE,0.87,bing,2021
Funeral Services,BE,0.44,bing,2021
Real Estate,BE,0.36,adwords,2023
Home Improvement & Maintenance,BE,0.8,adwords,2023
Home Improvement & Maintenance,BE,0.32,bing,2022
Home Improvement & Maintenance,BE,0.81,bing,2022
Cars & Motorbikes,BE,0.86,bing,2021
Restaurant,BE,0.28,facebook,2023
Home Improvement & Maintenance,BE,0.22,bing,2021
Accounting,BE,0.84,bing,2021
Cars & Motorbikes,BE,0.73,adwords,2021
Agriculture,BE,1.9,bing,2021
Home Improvement & Maintenance,BE,0.66,bing,2021
Electronics,BE,0.38,facebook,2022
Accommodation & Hotels,BE,0.61,bing,2021
Real Estate,BE,0.61,bing,2021
Accommodation & Hotels,BE,0.61,bing,2021
Food & Drinks,BE,0.66,adwords,2021
Environment,BE,0.93,bing,2022
Home Improvement & Maintenance,BE,0.69,bing,2021
Beauty,BE,0.54,bing,2022
Beauty,BE,1.03,adwords,2021
Home Improvement & Maintenance,BE,0.76,adwords,2021
Legal & Law,BE,0.37,adwords,2021
Home Improvement & Maintenance,BE,0.91,bing,2021
Health,BE,0.67,bing,2020
Interior Design & Furniture,BE,0.64,adwords,2021
Interior Design & Furniture,BE,0.32,adwords,2021
Home Improvement & Maintenance,BE,2.19,bing,2021
Health,BE,0.51,adwords,2021
Cars & Motorbikes,BE,0.23,adwords,2021
Electronics,BE,0.34,bing,2021
Agriculture,BE,0.31,adwords,2021
Home Improvement & Maintenance,BE,0.54,bing,2021
Home Improvement & Maintenance,BE,1.36,adwords,2021
Agriculture,BE,0.45,bing,2021
Health,BE,0.38,adwords,2021
Cars & Motorbikes,BE,0.34,adwords,2017
Home Improvement & Maintenance,BE,0.5,bing,2021
Home Improvement & Maintenance,BE,0.27,adwords,2021
Home Improvement & Maintenance,BE,0.65,bing,2021
Home Improvement & Maintenance,BE,0.77,adwords,2021
Food & Drinks,BE,0.46,adwords,2022
Cars & Motorbikes,BE,0.72,bing,2021
Home Improvement & Maintenance,BE,0.62,bing,2024
Business,BE,0.3,bing,2021
Industrial,BE,0.91,adwords,2021
Home Improvement & Maintenance,BE,1.09,bing,2020
Funeral Services,BE,0.33,bing,2021
Home Improvement & Maintenance,BE,0.83,adwords,2021
Interior Design & Furniture,BE,0.59,bing,2020
Fashion & Clothing,BE,0.21,adwords,2021
Accounting,BE,0.47,bing,2021
Business,BE,0.43,bing,2021
Home Improvement & Maintenance,BE,0.62,bing,2021
Cars & Motorbikes,BE,0.65,bing,2021
Food & Drinks,BE,0.65,facebook,2021
Restaurant,BE,0.65,facebook,2021
Interior Design & Furniture,BE,0.65,adwords,2021
Transport & Logistics,BE,0.69,bing,2021
Home Improvement & Maintenance,BE,0.4,bing,2020
Health,BE,3.0,adwords,2023
Health,BE,0.5,bing,2021
Legal & Law,BE,1.09,bing,2023
Animals & Pets,BE,0.9,adwords,2023
Restaurant,BE,1.85,bing,2021
Restaurant,BE,0.15,bing,2021
Restaurant,BE,0.45,bing,2021
Health,BE,0.83,bing,2021
Home Improvement & Maintenance,BE,2.55,adwords,2022
Home Improvement & Maintenance,BE,0.72,bing,2021
Home Improvement & Maintenance,BE,0.73,adwords,2021
Home Improvement & Maintenance,BE,0.88,bing,2021
Home Improvement & Maintenance,BE,0.47,bing,2022
Business,BE,0.71,bing,2021
Transport & Logistics,BE,0.73,bing,2021
Health,BE,1.78,bing,2022
Transport & Logistics,BE,0.17,bing,2022
Interior Design & Furniture,BE,0.51,bing,2021
Cars & Motorbikes,BE,0.66,bing,2022
Health,BE,0.7,bing,2021
Cars & Motorbikes,BE,0.75,bing,2021
Cars & Motorbikes,BE,0.97,adwords,2021
Transport & Logistics,BE,0.29,adwords,2021
Health,BE,1.15,facebook,2021
Beauty,BE,0.95,bing,2021
Fashion & Clothing,BE,0.23,bing,2021
Home Improvement & Maintenance,BE,0.69,bing,2021
Home Improvement & Maintenance,BE,0.45,facebook,2022
Industrial,BE,0.77,adwords,2021
Restaurant,BE,0.27,facebook,2021
Cars & Motorbikes,BE,0.18,facebook,2021
Agriculture,BE,0.35,bing,2021
Cars & Motorbikes,BE,0.18,bing,2021
Home Improvement & Maintenance,BE,0.75,facebook,2021
Food & Drinks,BE,0.18,facebook,2021
Fashion & Clothing,BE,0.09,facebook,2021
Health,BE,0.18,bing,2021
Cars & Motorbikes,BE,0.39,bing,2021
Restaurant,BE,0.17,facebook,2021
Home Improvement & Maintenance,BE,0.21,facebook,2021
Home Improvement & Maintenance,BE,0.28,adwords,2021
Home Improvement & Maintenance,BE,0.67,bing,2021
Cars & Motorbikes,BE,0.72,bing,2021
Transport & Logistics,BE,0.64,bing,2021
Fashion & Clothing,BE,0.34,facebook,2021
Home Improvement & Maintenance,BE,1.16,bing,2021
Legal & Law,BE,1.07,bing,2021
Home Improvement & Maintenance,BE,0.58,bing,2021
Animals & Pets,BE,0.14,adwords,2021
Home Improvement & Maintenance,BE,0.6,adwords,2021
Home Improvement & Maintenance,BE,0.69,bing,2021
Home Improvement & Maintenance,BE,0.42,adwords,2020
Home Improvement & Maintenance,BE,1.64,bing,2021
Interior Design & Furniture,BE,0.36,adwords,2021
Electronics,BE,0.53,adwords,2021
Cars & Motorbikes,BE,0.46,adwords,2021
Home Improvement & Maintenance,BE,0.96,adwords,2021
Home Improvement & Maintenance,BE,1.5,bing,2021
Food & Drinks,BE,0.28,bing,2021
Food & Drinks,BE,1.33,adwords,2021
Home Improvement & Maintenance,BE,1.47,adwords,2021
Home Improvement & Maintenance,BE,0.52,bing,2020
Home Improvement & Maintenance,BE,1.16,facebook,2021
Agriculture,BE,0.47,bing,2021
Interior Design & Furniture,BE,0.62,adwords,2021
Health,BE,1.49,bing,2021
Agriculture,BE,0.24,facebook,2021
Cars & Motorbikes,BE,0.26,bing,2021
Electronics,BE,0.37,adwords,2021
Home Improvement & Maintenance,BE,0.75,adwords,2021
Legal & Law,BE,0.43,bing,2021
Health,BE,0.61,adwords,2021
Home Improvement & Maintenance,BE,0.66,adwords,2021
Security,BE,0.62,bing,2021
Home Improvement & Maintenance,BE,0.71,bing,2020
Home Improvement & Maintenance,BE,0.36,bing,2021
Accounting,BE,0.65,adwords,2022
Industrial,BE,0.3,adwords,2021
Business,BE,0.62,adwords,2021
Home Improvement & Maintenance,BE,1.13,adwords,2021
Home Improvement & Maintenance,BE,1.07,adwords,2023
Electronics,BE,0.45,bing,2021
Business,BE,0.31,bing,2021
Security,BE,0.69,bing,2021
Home Improvement & Maintenance,BE,1.05,bing,2021
Home Improvement & Maintenance,BE,1.25,adwords,2024
Home Improvement & Maintenance,BE,0.8,adwords,2024
Home Improvement & Maintenance,BE,0.39,bing,2021
Legal & Law,BE,0.71,bing,2021
Health,BE,0.73,adwords,2021
Health,BE,0.23,adwords,2021
Home Improvement & Maintenance,BE,0.62,bing,2021
Electronics,BE,1.87,bing,2021
Business,BE,0.17,bing,2021
Home Improvement & Maintenance,BE,0.16,bing,2021
Animals & Pets,BE,2.17,bing,2021
Home Improvement & Maintenance,BE,0.16,facebook,2021
Home Improvement & Maintenance,BE,1.28,bing,2021
Accounting,BE,0.5,bing,2021
Home Improvement & Maintenance,BE,0.6,adwords,2021
Home Improvement & Maintenance,BE,0.86,adwords,2021
Home Improvement & Maintenance,BE,1.04,adwords,2023
Interior Design & Furniture,BE,0.7,bing,2021
Home Improvement & Maintenance,BE,0.74,bing,2023
Home Improvement & Maintenance,BE,0.59,adwords,2023
Interior Design & Furniture,BE,0.81,adwords,2021
Home Improvement & Maintenance,BE,0.91,adwords,2022
Fashion & Clothing,BE,0.7,facebook,2021
Fashion & Clothing,BE,0.44,adwords,2023
Others,BE,0.68,bing,2022
Animals & Pets,BE,1.24,adwords,2023
Interior Design & Furniture,BE,1.63,bing,2021
Home Improvement & Maintenance,BE,0.87,bing,2022
Flowers & Plants,BE,0.63,bing,2022
Home Improvement & Maintenance,BE,0.72,bing,2022
Electronics,BE,0.5,bing,2022
Home Improvement & Maintenance,BE,0.68,bing,2022
Real Estate,BE,0.97,adwords,2021
Cars & Motorbikes,BE,0.91,facebook,2023
Cars & Motorbikes,BE,0.72,facebook,2021
Home Improvement & Maintenance,BE,0.3,adwords,2022
Cars & Motorbikes,BE,0.6,bing,2021
Home Improvement & Maintenance,BE,3.0,bing,2023
Health,BE,0.45,adwords,2023
Home Improvement & Maintenance,BE,1.15,adwords,2022
Fashion & Clothing,BE,0.82,facebook,2022
Home Improvement & Maintenance,BE,0.37,bing,2022
Real Estate,BE,0.75,bing,2021
Accommodation & Hotels,BE,0.03,bing,2023
Electronics,BE,0.9,adwords,2022
Home Improvement & Maintenance,BE,0.71,bing,2021
Security,BE,1.24,adwords,2022
Electronics,BE,0.73,adwords,2022
Home Improvement & Maintenance,BE,1.62,adwords,2021
Restaurant,BE,0.56,adwords,2022
Health,BE,0.53,bing,2022
Real Estate,BE,0.21,adwords,2022
Fashion & Clothing,BE,0.04,facebook,2022
Home Improvement & Maintenance,BE,0.99,facebook,2022
Home Improvement & Maintenance,BE,0.19,adwords,2023
Interior Design & Furniture,BE,0.42,bing,2023
Beauty,BE,0.32,facebook,2023
Home Improvement & Maintenance,BE,2.55,bing,2023
Real Estate,BE,0.89,adwords,2023
Home Improvement & Maintenance,BE,0.6,bing,2022
Home Improvement & Maintenance,BE,1.0,bing,2023
Home Improvement & Maintenance,BE,0.6,bing,2022
Health,BE,0.59,adwords,2023
Animals & Pets,BE,0.29,bing,2023
Interior Design & Furniture,BE,0.43,bing,2023
Accommodation & Hotels,BE,0.68,bing,2022
Electronics,BE,0.22,adwords,2023
Interior Design & Furniture,BE,0.9,facebook,2022
Electronics,BE,0.8,adwords,2021
Restaurant,BE,0.22,facebook,2023
Electronics,BE,0.6,bing,2021
Fashion & Clothing,BE,0.57,bing,2022
Food & Drinks,BE,0.58,adwords,2023
Health,BE,0.77,adwords,2022
Home Improvement & Maintenance,BE,0.66,bing,2022
Home Improvement & Maintenance,BE,0.74,bing,2022
Animals & Pets,BE,0.35,bing,2022
Home Improvement & Maintenance,BE,1.97,adwords,2023
Health,BE,0.9,bing,2022
Restaurant,BE,0.78,adwords,2022
Real Estate,BE,0.85,adwords,2023
Home Improvement & Maintenance,BE,0.78,bing,2023
Restaurant,BE,0.55,bing,2023
Home Improvement & Maintenance,BE,0.06,bing,2022
Environment,BE,0.38,bing,2022
Home Improvement & Maintenance,BE,0.62,facebook,2022
Pharmacy,BE,0.65,adwords,2022
Electronics,BE,0.67,bing,2023
Home Improvement & Maintenance,BE,0.55,adwords,2022
Health,BE,1.04,bing,2022
Home Improvement & Maintenance,BE,0.78,facebook,2023
Cars & Motorbikes,BE,0.72,bing,2021
Home Improvement & Maintenance,BE,0.64,facebook,2022
Home Improvement & Maintenance,BE,0.48,adwords,2022
Home Improvement & Maintenance,BE,0.76,adwords,2021
Animals & Pets,BE,0.72,bing,2022
Home Improvement & Maintenance,BE,0.25,bing,2022
Home Improvement & Maintenance,BE,0.76,bing,2021
Restaurant,BE,0.83,adwords,2022
Health,BE,0.3,bing,2023
Interior Design & Furniture,BE,0.64,adwords,2023
Business,BE,2.15,bing,2021
Fashion & Clothing,BE,0.68,facebook,2022
Animals & Pets,BE,0.59,bing,2023
Electronics,BE,0.5,adwords,2023
Fashion & Clothing,BE,0.52,adwords,2022
Health,BE,0.44,bing,2022
Home Improvement & Maintenance,BE,0.81,bing,2022
Home Improvement & Maintenance,BE,0.67,adwords,2022
Business,BE,1.12,adwords,2023
Home Improvement & Maintenance,BE,0.11,facebook,2022
Health,BE,0.67,adwords,2021
Health,BE,0.85,adwords,2021
Accounting,BE,0.61,facebook,2022
Food & Drinks,BE,0.33,facebook,2022
Restaurant,BE,0.37,facebook,2023
Animals & Pets,BE,0.46,adwords,2022
Cars & Motorbikes,BE,0.37,bing,2021
Home Improvement & Maintenance,BE,0.54,facebook,2022
Home Improvement & Maintenance,BE,0.7,adwords,2022
Fashion & Clothing,BE,0.5,adwords,2023
Restaurant,BE,0.37,adwords,2023
Cars & Motorbikes,BE,0.6,adwords,2022
Restaurant,BE,0.53,adwords,2022
Home Improvement & Maintenance,BE,0.91,adwords,2023
Business,BE,0.29,adwords,2023
Home Improvement & Maintenance,BE,0.56,bing,2023
Beauty,BE,0.47,bing,2022
Real Estate,BE,0.06,bing,2023
Restaurant,BE,0.25,facebook,2023
Home Improvement & Maintenance,BE,1.02,bing,2022
Food & Drinks,BE,0.37,adwords,2023
Accommodation & Hotels,BE,0.57,facebook,2022
Health,BE,0.61,bing,2021
Home Improvement & Maintenance,BE,0.67,adwords,2023
Animals & Pets,BE,0.55,facebook,2023
Interior Design & Furniture,BE,0.38,bing,2023
Home Improvement & Maintenance,BE,0.6,adwords,2022
Home Improvement & Maintenance,BE,0.53,bing,2023
Interior Design & Furniture,BE,0.39,bing,2023
Electronics,BE,0.16,bing,2023
Fashion & Clothing,BE,0.5,bing,2022
Food & Drinks,BE,0.67,adwords,2022
Home Improvement & Maintenance,BE,0.14,bing,2023
Real Estate,BE,0.77,bing,2022
School,BE,0.07,bing,2023
Interior Design & Furniture,BE,0.24,bing,2022
Animals & Pets,BE,0.38,adwords,2022
Home Improvement & Maintenance,BE,0.75,adwords,2021
Home Improvement & Maintenance,BE,0.84,adwords,2022
Food & Drinks,BE,0.82,adwords,2023
Home Improvement & Maintenance,BE,0.74,adwords,2022
School,BE,0.19,bing,2022
Fashion & Clothing,BE,0.62,facebook,2021
Home Improvement & Maintenance,BE,1.67,adwords,2023
Health,BE,2.17,bing,2021
Business,BE,0.65,bing,2021
Cars & Motorbikes,BE,0.38,bing,2023
Restaurant,BE,0.41,bing,2023
Business,BE,0.06,adwords,2023
Transport & Logistics,BE,0.8,adwords,2023
Beauty,BE,0.04,facebook,2023
Electronics,BE,1.1,bing,2022
Fashion & Clothing,BE,0.53,bing,2022
Health,BE,0.18,bing,2022
Home Improvement & Maintenance,BE,0.45,bing,2022
Food & Drinks,BE,0.24,bing,2022
Food & Drinks,BE,0.38,adwords,2021
Cars & Motorbikes,BE,0.8,bing,2023
Environment,BE,0.45,adwords,2022
Food & Drinks,BE,0.26,bing,2022
Food & Drinks,BE,0.96,adwords,2023
Home Improvement & Maintenance,BE,0.6,bing,2023
Restaurant,BE,0.52,bing,2023
Security,BE,0.68,bing,2021
Electronics,BE,0.83,bing,2021
Flowers & Plants,BE,0.05,adwords,2023
Health,BE,0.41,adwords,2023
Fashion & Clothing,BE,0.87,adwords,2022
Beauty,BE,0.19,adwords,2023
Animals & Pets,BE,0.16,adwords,2022
Health,BE,0.3,bing,2023
Home Improvement & Maintenance,BE,1.46,adwords,2023
Home Improvement & Maintenance,BE,3.0,bing,2023
Health,BE,0.99,adwords,2022
Pharmacy,BE,0.55,bing,2023
Home Improvement & Maintenance,BE,1.05,adwords,2022
Food & Drinks,BE,0.89,bing,2023
Interior Design & Furniture,BE,0.06,bing,2023
Industrial,BE,1.46,adwords,2021
Home Improvement & Maintenance,BE,0.55,adwords,2023
Industrial,BE,0.72,adwords,2021
Home Improvement & Maintenance,BE,0.78,adwords,2021
Cars & Motorbikes,BE,0.32,adwords,2021
Home Improvement & Maintenance,BE,0.8,adwords,2022
Home Improvement & Maintenance,BE,0.86,adwords,2023
Electronics,BE,0.68,adwords,2022
Home Improvement & Maintenance,BE,1.5,adwords,2021
Industrial,BE,0.95,adwords,2021
Health,BE,0.53,bing,2021
Electronics,BE,0.5,facebook,2022
Environment,BE,0.74,bing,2023
Transport & Logistics,BE,0.74,bing,2021
Home Improvement & Maintenance,BE,2.4,adwords,2023
Home Improvement & Maintenance,BE,0.96,bing,2021
Accommodation & Hotels,BE,0.84,bing,2021
Home Improvement & Maintenance,BE,0.42,facebook,2021
Home Improvement & Maintenance,BE,0.76,bing,2021
Home Improvement & Maintenance,BE,0.44,bing,2021
Interior Design & Furniture,BE,0.72,bing,2023
Electronics,BE,0.39,adwords,2022
Accommodation & Hotels,BE,0.35,adwords,2021
Home Improvement & Maintenance,BE,0.91,bing,2021
Home Improvement & Maintenance,BE,0.52,bing,2022
Cars & Motorbikes,BE,0.73,bing,2021
Cars & Motorbikes,BE,0.8,adwords,2023
Home Improvement & Maintenance,BE,0.47,bing,2023
Environment,BE,0.63,adwords,2021
Home Improvement & Maintenance,BE,0.76,bing,2023
Home Improvement & Maintenance,BE,0.76,adwords,2023
Health,BE,0.18,adwords,2023
Home Improvement & Maintenance,BE,0.82,bing,2022
Home Improvement & Maintenance,BE,0.89,adwords,2023
Home Improvement & Maintenance,BE,3.0,bing,2023
Home Improvement & Maintenance,BE,0.8,bing,2021
Accommodation & Hotels,BE,0.68,bing,2023
Beauty,BE,0.58,bing,2022
Home Improvement & Maintenance,BE,1.81,bing,2021
Health,BE,0.36,adwords,2023
Home Improvement & Maintenance,BE,0.33,adwords,2023
Home Improvement & Maintenance,BE,1.35,bing,2022
Industrial,BE,0.29,facebook,2023
Home Improvement & Maintenance,BE,0.8,adwords,2023
Health,BE,0.87,bing,2021
Home Improvement & Maintenance,BE,0.08,bing,2023
Health,BE,0.46,bing,2022
Restaurant,BE,0.48,bing,2022
Home Improvement & Maintenance,BE,0.65,bing,2022
Home Improvement & Maintenance,BE,0.77,bing,2021
Home Improvement & Maintenance,BE,0.99,bing,2022
Electronics,BE,1.59,adwords,2021
Home Improvement & Maintenance,BE,0.69,facebook,2022
Home Improvement & Maintenance,BE,0.81,adwords,2021
Home Improvement & Maintenance,BE,0.52,bing,2021
Accounting,BE,0.43,adwords,2021
Home Improvement & Maintenance,BE,0.46,adwords,2023
Home Improvement & Maintenance,BE,0.71,bing,2022
Home Improvement & Maintenance,BE,0.82,bing,2022
Home Improvement & Maintenance,BE,0.22,adwords,2022
Home Improvement & Maintenance,BE,0.26,bing,2023
Home Improvement & Maintenance,BE,0.89,bing,2023
Others,BE,0.75,bing,2023
Home Improvement & Maintenance,BE,0.72,bing,2021
Home Improvement & Maintenance,BE,3.0,bing,2021
Home Improvement & Maintenance,BE,0.74,bing,2021
Food & Drinks,BE,0.49,facebook,2022
Health,BE,1.06,adwords,2022
Business,BE,0.31,bing,2021
Flowers & Plants,BE,0.24,facebook,2021
Health,BE,0.57,bing,2021
Home Improvement & Maintenance,BE,0.54,facebook,2023
Home Improvement & Maintenance,BE,0.54,bing,2021
Home Improvement & Maintenance,BE,0.31,bing,2023
Beauty,BE,0.42,bing,2023
Home Improvement & Maintenance,BE,0.36,bing,2022
Home Improvement & Maintenance,BE,0.02,adwords,2022
Legal & Law,BE,1.03,adwords,2022
Home Improvement & Maintenance,BE,1.26,adwords,2023
Electronics,BE,3.0,bing,2023
Home Improvement & Maintenance,BE,0.46,facebook,2023
Cars & Motorbikes,BE,0.06,bing,2023
Cars & Motorbikes,BE,0.43,bing,2021
Funeral Services,BE,0.58,adwords,2022
Funeral Services,BE,0.52,bing,2022
Food & Drinks,BE,0.56,bing,2021
Legal & Law,BE,0.94,bing,2021
Funeral Services,BE,0.6,adwords,2022
Home Improvement & Maintenance,BE,0.83,facebook,2021
Food & Drinks,BE,0.6,facebook,2021
Health,BE,1.56,adwords,2021
Interior Design & Furniture,BE,0.74,facebook,2021
Beauty,BE,0.68,bing,2021
Industrial,BE,0.74,bing,2021
Home Improvement & Maintenance,BE,0.68,adwords,2022
Home Improvement & Maintenance,BE,0.74,bing,2022
Legal & Law,BE,2.17,adwords,2023
